files,curr_date,version,file_urls,make,model
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse-safety_GWMStee1fp21v.jpg', 'path': 'full/953b32ab4b8ed1e558fa32155a6f23fb0fee9fa8.jpg', 'checksum': '234f384620546a6af63a69a38152ff8b'}]",2016/08/07,"
            2.2L Workhorse safety    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse-safety_GWMStee1fp21v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse-safety_GWMStee1fp21_2v.jpg', 'path': 'full/ef8deefbdf8f799f5f9f0d54d4e934ada7360a77.jpg', 'checksum': '234b1eb8020f9ba6c1884aac3807ba69'}]",2016/08/07,"
            2.2L Workhorse safety    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse-safety_GWMStee1fp21_2v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse-safety_GWMStee1fp21_3v.jpg', 'path': 'full/d2bf332d29338688f117773476e43311c0f352b1.jpg', 'checksum': '9a3cf5f340d8a4a8ecad160b8f40bf5f'}]",2016/08/07,"
            2.2L Workhorse safety    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse-safety_GWMStee1fp21_3v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse_GWMStee1fp15v.jpg', 'path': 'full/4e13306b2623b6aa1a3f33c760b046dd13c67dc7.jpg', 'checksum': '234f384620546a6af63a69a38152ff8b'}]",2016/08/07,"
            2.2L Workhorse    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse_GWMStee1fp15v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse_GWMStee1fp15_2v.jpg', 'path': 'full/efc3fb2572f1cf20635de163c8b2286099ce9f3c.jpg', 'checksum': '234b1eb8020f9ba6c1884aac3807ba69'}]",2016/08/07,"
            2.2L Workhorse    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse_GWMStee1fp15_2v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse_GWMStee1fp15_3v.jpg', 'path': 'full/ea164a80ddc539bbc5b563000b4645bdc32d16a9.jpg', 'checksum': '9a3cf5f340d8a4a8ecad160b8f40bf5f'}]",2016/08/07,"
            2.2L Workhorse    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-Workhorse_GWMStee1fp15_3v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-Xscape_GWMSte5E1d4v.jpg', 'path': 'full/426e82db7ab5a2c0af22a06ad1ad83cb115d7428.jpg', 'checksum': '12135a91d650ced7f7efa0cc18d1ee5c'}]",2016/08/07,"
            2.0VGT double cab Xscape    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-Xscape_GWMSte5E1d4v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-Xscape_GWMSte5E1d4_2v.jpg', 'path': 'full/69996031570f3dadb997e799d69fa67b84ffeef4.jpg', 'checksum': 'c040f98e41b01d2921684b5ece78f4fe'}]",2016/08/07,"
            2.0VGT double cab Xscape    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-Xscape_GWMSte5E1d4_2v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-Xscape_GWMSte5E1d4_3v.jpg', 'path': 'full/427c79e6f968915bd27d8b6293ab71fe769342fb.jpg', 'checksum': 'a0129ad277bfd36743e44eb5351d5bc0'}]",2016/08/07,"
            2.0VGT double cab Xscape    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-Xscape_GWMSte5E1d4_3v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-SX_GWMSte5E1d3v.jpg', 'path': 'full/0807c59cb93548d6b88f2011c4ff549f1a682f2b.jpg', 'checksum': '12135a91d650ced7f7efa0cc18d1ee5c'}]",2016/08/07,"
            2.0VGT double cab SX    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-SX_GWMSte5E1d3v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-SX_GWMSte5E1d3_2v.jpg', 'path': 'full/0c8401b150f63e6473c306c303651f92227437c2.jpg', 'checksum': 'c040f98e41b01d2921684b5ece78f4fe'}]",2016/08/07,"
            2.0VGT double cab SX    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-SX_GWMSte5E1d3_2v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-SX_GWMSte5E1d3_3v.jpg', 'path': 'full/13330511ad25a9d6a9f60a148735243673677e8c.jpg', 'checksum': 'a0129ad277bfd36743e44eb5351d5bc0'}]",2016/08/07,"
            2.0VGT double cab SX    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.0VGT-double-cab-SX_GWMSte5E1d3_3v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-Xscape_GWMSte5E1d2v.jpg', 'path': 'full/61c5a4e6bffd4adc568fa564e89f7dbac72059ef.jpg', 'checksum': '12135a91d650ced7f7efa0cc18d1ee5c'}]",2016/08/07,"
            2.4 double cab Xscape    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-Xscape_GWMSte5E1d2v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-Xscape_GWMSte5E1d2_2v.jpg', 'path': 'full/de9ad75fc3071b8decdbee0d433d79edd4ffe4f0.jpg', 'checksum': 'c040f98e41b01d2921684b5ece78f4fe'}]",2016/08/07,"
            2.4 double cab Xscape    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-Xscape_GWMSte5E1d2_2v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-Xscape_GWMSte5E1d2_3v.jpg', 'path': 'full/bde2afb83b0ad20bc5bfc68aa7c93c913f979e09.jpg', 'checksum': 'a0129ad277bfd36743e44eb5351d5bc0'}]",2016/08/07,"
            2.4 double cab Xscape    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-Xscape_GWMSte5E1d2_3v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-SX_GWMSte5E1d1v.jpg', 'path': 'full/10306db3659f6859aaf5ff60f0ea50a5bda5e943.jpg', 'checksum': '12135a91d650ced7f7efa0cc18d1ee5c'}]",2016/08/07,"
            2.4 double cab SX    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-SX_GWMSte5E1d1v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-SX_GWMSte5E1d1_2v.jpg', 'path': 'full/7af9a88f4ea9cf3dda7f251b8960e84057dcc1f8.jpg', 'checksum': 'c040f98e41b01d2921684b5ece78f4fe'}]",2016/08/07,"
            2.4 double cab SX    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-SX_GWMSte5E1d1_2v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-SX_GWMSte5E1d1_3v.jpg', 'path': 'full/135f428ef488731f5638b08e6b9daa801046f0f4.jpg', 'checksum': 'a0129ad277bfd36743e44eb5351d5bc0'}]",2016/08/07,"
            2.4 double cab SX    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5E/GWM-Steed-5E-2.4-double-cab-SX_GWMSte5E1d1_3v.jpg,GWM,Steed 5E
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-Xscape_GWMStee61d2v.jpg', 'path': 'full/d88522541f7e9cb7d62f29ff6864be7ebf5c1775.jpg', 'checksum': '64bdf3546a62eeb20d60bf9f9bc3276f'}]",2016/08/07,"
            2.0VGT double cab Xscape    ",http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-Xscape_GWMStee61d2v.jpg,GWM,Steed 6
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-Xscape_GWMStee61d2_2v.jpg', 'path': 'full/81b80876465291412839f96a3982d7b45fd4fb41.jpg', 'checksum': '6a05bea457336330494dd3b150848caf'}]",2016/08/07,"
            2.0VGT double cab Xscape    ",http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-Xscape_GWMStee61d2_2v.jpg,GWM,Steed 6
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-Xscape_GWMStee61d2_3v.jpg', 'path': 'full/3a809182afc8bf8f4e393f6304543386e0d2c74d.jpg', 'checksum': '1bbcc3a1d8a06a05880f340d3f2eb8e9'}]",2016/08/07,"
            2.0VGT double cab Xscape    ",http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-Xscape_GWMStee61d2_3v.jpg,GWM,Steed 6
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-SX_GWMStee61d1v.jpg', 'path': 'full/a24a28e0b6707638b346977ed097bf033cb2e9b9.jpg', 'checksum': '64bdf3546a62eeb20d60bf9f9bc3276f'}]",2016/08/07,"
            2.0VGT double cab SX    ",http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-SX_GWMStee61d1v.jpg,GWM,Steed 6
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-SX_GWMStee61d1_2v.jpg', 'path': 'full/6d29c2e088835e4bce6e3d3a827267fed67e129e.jpg', 'checksum': '6a05bea457336330494dd3b150848caf'}]",2016/08/07,"
            2.0VGT double cab SX    ",http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-SX_GWMStee61d1_2v.jpg,GWM,Steed 6
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-SX_GWMStee61d1_3v.jpg', 'path': 'full/a20e65a929f99bcd024611f8aaba52e272e6dcc2.jpg', 'checksum': '1bbcc3a1d8a06a05880f340d3f2eb8e9'}]",2016/08/07,"
            2.0VGT double cab SX    ",http://www.cars.co.za/carimages_gen/GWM-Steed-6/GWM-Steed-6-2.0VGT-double-cab-SX_GWMStee61d1_3v.jpg,GWM,Steed 6
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-M4/GWM-M4-1.5_GWMM41fe1v.jpg', 'path': 'full/45aa78fcb35c4000bd15667767c448b3c30358bc.jpg', 'checksum': '3dbdf54000c906703837b89ee210bc75'}]",2016/08/07,"
            1.5    ",http://www.cars.co.za/carimages_gen/GWM-M4/GWM-M4-1.5_GWMM41fe1v.jpg,GWM,M4
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-M4/GWM-M4-1.5_GWMM41fe1_2v.jpg', 'path': 'full/653d181d7b7fa09a76935d49f1e5a7d9e13e94c3.jpg', 'checksum': '88c9d4010a1c42611a886e24e5357f0c'}]",2016/08/07,"
            1.5    ",http://www.cars.co.za/carimages_gen/GWM-M4/GWM-M4-1.5_GWMM41fe1_2v.jpg,GWM,M4
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-M4/GWM-M4-1.5_GWMM41fe1_3v.jpg', 'path': 'full/23d9ffc97b89a7f28b4f3d6d181517d4396a24f0.jpg', 'checksum': '9b35ff993b121134fd27e5c0c2b88d83'}]",2016/08/07,"
            1.5    ",http://www.cars.co.za/carimages_gen/GWM-M4/GWM-M4-1.5_GWMM41fe1_3v.jpg,GWM,M4
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.4T-LS_ChevCruz1fh2v.jpg', 'path': 'full/cae700857df7c7256e87e2f7aacf6d947b4f8637.jpg', 'checksum': '2cd468e2cc0643a27edf3973648be559'}]",2016/08/07,"
            hatch 1.4T LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.4T-LS_ChevCruz1fh2v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.4T-LS_ChevCruz1fh2_2v.jpg', 'path': 'full/a73caff5389e993cace40391500e5517b283c261.jpg', 'checksum': '2cd468e2cc0643a27edf3973648be559'}]",2016/08/07,"
            hatch 1.4T LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.4T-LS_ChevCruz1fh2_2v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.4T-LS_ChevCruz1fh2_3v.jpg', 'path': 'full/e1ad468d518696d3354ff01aa1a3e94daf657110.jpg', 'checksum': 'fe800036fd0da1cd4bf1bcdc32f5d4ea'}]",2016/08/07,"
            hatch 1.4T LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.4T-LS_ChevCruz1fh2_3v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS-auto_ChevCruz1fs4v.jpg', 'path': 'full/7030c4660be4d38f9e9ba37b4e9057b3f81f95fe.jpg', 'checksum': '7b84cd71e642507940006fc5f289ea03'}]",2016/08/07,"
            sedan 1.4T LS auto    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS-auto_ChevCruz1fs4v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS-auto_ChevCruz1fs4_2v.jpg', 'path': 'full/1c0d1189ffdf981fee9ea5cbdffc836496119087.jpg', 'checksum': '7b84cd71e642507940006fc5f289ea03'}]",2016/08/07,"
            sedan 1.4T LS auto    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS-auto_ChevCruz1fs4_2v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS-auto_ChevCruz1fs4_3v.jpg', 'path': 'full/f6807fdd7fb7cae7080e8eafa759bf0daa77601c.jpg', 'checksum': 'fe800036fd0da1cd4bf1bcdc32f5d4ea'}]",2016/08/07,"
            sedan 1.4T LS auto    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS-auto_ChevCruz1fs4_3v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS_ChevCruz1fs3v.jpg', 'path': 'full/d5e378638a3dbba83a24e5d4ac28cec561eb44ff.jpg', 'checksum': '7b84cd71e642507940006fc5f289ea03'}]",2016/08/07,"
            sedan 1.4T LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS_ChevCruz1fs3v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS_ChevCruz1fs3_2v.jpg', 'path': 'full/e5b314ec3a693f7d2cbfe48d07406e4eca7d6d74.jpg', 'checksum': '7b84cd71e642507940006fc5f289ea03'}]",2016/08/07,"
            sedan 1.4T LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS_ChevCruz1fs3_2v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS_ChevCruz1fs3_3v.jpg', 'path': 'full/e31521831cb8821384dfd2ad35eec7407677268a.jpg', 'checksum': 'fe800036fd0da1cd4bf1bcdc32f5d4ea'}]",2016/08/07,"
            sedan 1.4T LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.4T-LS_ChevCruz1fs3_3v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-LS_ChevCruz1fs2v.jpg', 'path': 'full/17ba6e86aab97d6bb5d55930004d1cd269b9cb81.jpg', 'checksum': '7b84cd71e642507940006fc5f289ea03'}]",2016/08/07,"
            sedan 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-LS_ChevCruz1fs2v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-LS_ChevCruz1fs2_2v.jpg', 'path': 'full/bbe95a1feb78e48657eb51ebdaa769906609bc4c.jpg', 'checksum': '7b84cd71e642507940006fc5f289ea03'}]",2016/08/07,"
            sedan 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-LS_ChevCruz1fs2_2v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-LS_ChevCruz1fs2_3v.jpg', 'path': 'full/88378b1438eb21f87b0b2dc1c6252fedf8649b6d.jpg', 'checksum': 'fe800036fd0da1cd4bf1bcdc32f5d4ea'}]",2016/08/07,"
            sedan 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-LS_ChevCruz1fs2_3v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.6-LS_ChevCruz1fh1v.jpg', 'path': 'full/88ee6bf0bc46bbef23e1737fcd6d35ef32ff5655.jpg', 'checksum': '2cd468e2cc0643a27edf3973648be559'}]",2016/08/07,"
            hatch 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.6-LS_ChevCruz1fh1v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.6-LS_ChevCruz1fh1_2v.jpg', 'path': 'full/e57d1aebd779901957c3b0f266e23108efb88216.jpg', 'checksum': '2cd468e2cc0643a27edf3973648be559'}]",2016/08/07,"
            hatch 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.6-LS_ChevCruz1fh1_2v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.6-LS_ChevCruz1fh1_3v.jpg', 'path': 'full/d70f8b56fb58fcb923f9d666b3647d76d7252fe7.jpg', 'checksum': 'fe800036fd0da1cd4bf1bcdc32f5d4ea'}]",2016/08/07,"
            hatch 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-hatch-1.6-LS_ChevCruz1fh1_3v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-L_ChevCruz1fs1v.jpg', 'path': 'full/6b777794b01af1a2ed2954d34f7807c0bb82baa4.jpg', 'checksum': '7b84cd71e642507940006fc5f289ea03'}]",2016/08/07,"
            sedan 1.6 L    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-L_ChevCruz1fs1v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-L_ChevCruz1fs1_2v.jpg', 'path': 'full/206bdb6f5527c510e7470f08e0bc04a54fae8256.jpg', 'checksum': '7b84cd71e642507940006fc5f289ea03'}]",2016/08/07,"
            sedan 1.6 L    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-L_ChevCruz1fs1_2v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-L_ChevCruz1fs1_3v.jpg', 'path': 'full/000fd98855c28a2db2b882d1dc1992dfc79132c0.jpg', 'checksum': 'fe800036fd0da1cd4bf1bcdc32f5d4ea'}]",2016/08/07,"
            sedan 1.6 L    ",http://www.cars.co.za/carimages_gen/Chevrolet-Cruze/Chevrolet-Cruze-sedan-1.6-L_ChevCruz1fs1_3v.jpg,Chevrolet,Cruze
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.4T-RS_ChevSoni1h4v.jpg', 'path': 'full/8fe97bd4915b52c8a99ea768f9a0e06c7af3bae5.jpg', 'checksum': '0955e7ac6ec26a3a1a5b3cf38c076157'}]",2016/08/07,"
            hatch 1.4T RS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.4T-RS_ChevSoni1h4v.jpg,Chevrolet,Sonic
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.4T-RS_ChevSoni1h4_2v.jpg', 'path': 'full/30ddfbc8a74db21a00e6a2b1373ea904e5b3e303.jpg', 'checksum': '8f3e4e317fd958cb988bf10293d7bba4'}]",2016/08/07,"
            hatch 1.4T RS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.4T-RS_ChevSoni1h4_2v.jpg,Chevrolet,Sonic
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.4T-RS_ChevSoni1h4_3v.jpg', 'path': 'full/b7b82e75b67ed602c2821f1d982a9764c7dca9cb.jpg', 'checksum': '691d98fd767932fb3787f29b5550bd29'}]",2016/08/07,"
            hatch 1.4T RS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.4T-RS_ChevSoni1h4_3v.jpg,Chevrolet,Sonic
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-sedan-1.6-LS-auto_ChevSoni1s3v.jpg', 'path': 'full/ed331d700d6acfcf56ee5c20ad007899d8674a40.jpg', 'checksum': '48261a08c5a6f187b2c692908318e53a'}]",2016/08/07,"
            sedan 1.6 LS auto    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-sedan-1.6-LS-auto_ChevSoni1s3v.jpg,Chevrolet,Sonic
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-sedan-1.6-LS-auto_ChevSoni1s3_2v.jpg', 'path': 'full/8a110ffca2b55414b47eef20b1e5037dae4b9d0d.jpg', 'checksum': 'a0d2de6f09b5c83b2823a84dc7ff55d8'}]",2016/08/07,"
            sedan 1.6 LS auto    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-sedan-1.6-LS-auto_ChevSoni1s3_2v.jpg,Chevrolet,Sonic
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-sedan-1.6-LS_ChevSoni1s2v.jpg', 'path': 'full/457c907ce91cc0e2433fb73d0f7c5db6412bfd86.jpg', 'checksum': '48261a08c5a6f187b2c692908318e53a'}]",2016/08/07,"
            sedan 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-sedan-1.6-LS_ChevSoni1s2v.jpg,Chevrolet,Sonic
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-sedan-1.6-LS_ChevSoni1s2_2v.jpg', 'path': 'full/88ca22ec2c5130f20fe03be56c80d36d249dd083.jpg', 'checksum': 'a0d2de6f09b5c83b2823a84dc7ff55d8'}]",2016/08/07,"
            sedan 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-sedan-1.6-LS_ChevSoni1s2_2v.jpg,Chevrolet,Sonic
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.6-LS_ChevSoni1h2v.jpg', 'path': 'full/ffc3c26d7269fd0e7d9ead1dccb9b8189dc40381.jpg', 'checksum': '924d12c179d343391daf80c97a9208af'}]",2016/08/07,"
            hatch 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.6-LS_ChevSoni1h2v.jpg,Chevrolet,Sonic
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.6-LS_ChevSoni1h2_2v.jpg', 'path': 'full/a85c7ce11442ba63c4d587ef3ca468766e71a6da.jpg', 'checksum': '365f1f4cde2c5918a664693a0ecb843b'}]",2016/08/07,"
            hatch 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.6-LS_ChevSoni1h2_2v.jpg,Chevrolet,Sonic
"[{'url': 'http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.6-LS_ChevSoni1h2_3v.jpg', 'path': 'full/ac86bb1f5c17ea309f38354f5ccde78629793b71.jpg', 'checksum': '3851659f5d255b4093641fa7fa09d472'}]",2016/08/07,"
            hatch 1.6 LS    ",http://www.cars.co.za/carimages_gen/Chevrolet-Sonic/Chevrolet-Sonic-hatch-1.6-LS_ChevSoni1h2_3v.jpg,Chevrolet,Sonic
