files,curr_date,version,file_urls,make,model
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line-sports-auto_BMW4Ser1o104_3v.jpg', 'path': 'full/b57076eacdabbc946c4ea3f9e7bb9985563e59d5.jpg', 'checksum': 'f840f3082637f003e2d829cab7e7cf75'}]",2016/08/07,"
            420i convertible Luxury Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line-sports-auto_BMW4Ser1o104_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-sports-auto_BMW4Ser1h136v.jpg', 'path': 'full/cebce8b8ca333aaf6cef01b9f6071a3ae32b0dd2.jpg', 'checksum': 'cb70c45700745081df337f62b758b169'}]",2016/08/07,"
            430i Gran Coupe M Sport sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-sports-auto_BMW4Ser1h136v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-sports-auto_BMW4Ser1h136_2v.jpg', 'path': 'full/b3b3909145182648465b5bf3f8083e5a0f64b1dc.jpg', 'checksum': '4dc5d3b405dc817f65903a10863c4b6f'}]",2016/08/07,"
            430i Gran Coupe M Sport sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-sports-auto_BMW4Ser1h136_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-sports-auto_BMW4Ser1h136_3v.jpg', 'path': 'full/b71771273266170c8911d0f202507b35bc109f46.jpg', 'checksum': '34706e22945276b11cc592593623f496'}]",2016/08/07,"
            430i Gran Coupe M Sport sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-sports-auto_BMW4Ser1h136_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-sports-auto_BMW4Ser1c161v.jpg', 'path': 'full/fb5e1eb061376fc8795a3d1dc608550d238d4046.jpg', 'checksum': '8719d09dc2b072c05a36e723a6a52e06'}]",2016/08/07,"
            430i coupe M Sport sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-sports-auto_BMW4Ser1c161v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-sports-auto_BMW4Ser1c161_2v.jpg', 'path': 'full/88320b8d893d83225d9cd4b3596160a9acbb5c53.jpg', 'checksum': 'a1c0bbe84f8c91a0be18d6286b7d3c4c'}]",2016/08/07,"
            430i coupe M Sport sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-sports-auto_BMW4Ser1c161_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-sports-auto_BMW4Ser1c161_3v.jpg', 'path': 'full/4abe2d13a009c4036a880eef15364e00d2e4356a.jpg', 'checksum': '0ff239abae1a602fb47cfb6b722d3377'}]",2016/08/07,"
            430i coupe M Sport sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-sports-auto_BMW4Ser1c161_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line-auto_BMW4Ser1o106v.jpg', 'path': 'full/c39774eae6f473ec10a9f5d0373ff3dbe7cec629.jpg', 'checksum': '8350a8ab289f59fb5885bf62834ee8a1'}]",2016/08/07,"
            420i convertible Sport Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line-auto_BMW4Ser1o106v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line-auto_BMW4Ser1o106_2v.jpg', 'path': 'full/49cf970369cfeae08e750ae2f266ea46b5611bfe.jpg', 'checksum': '0d6023068a2a6f91e9ab78657ff17b52'}]",2016/08/07,"
            420i convertible Sport Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line-auto_BMW4Ser1o106_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line-auto_BMW4Ser1o106_3v.jpg', 'path': 'full/e958db878e7da0eaee83dc2cb9891ba5fd9c6c5f.jpg', 'checksum': '61e7f2928aefb39784fcb16d20c39148'}]",2016/08/07,"
            420i convertible Sport Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line-auto_BMW4Ser1o106_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line-auto_BMW4Ser1o103v.jpg', 'path': 'full/c534803c43511c65a84ad552e80dc6a66fcab5d1.jpg', 'checksum': '92689166d63c08021714ba2a535639ea'}]",2016/08/07,"
            420i convertible Luxury Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line-auto_BMW4Ser1o103v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line-auto_BMW4Ser1o103_2v.jpg', 'path': 'full/5399522c9cddf9e1dad790a8efd02a251729cd1f.jpg', 'checksum': '50dbcc4b5412276ec580b965716dbbe3'}]",2016/08/07,"
            420i convertible Luxury Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line-auto_BMW4Ser1o103_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line-auto_BMW4Ser1o103_3v.jpg', 'path': 'full/cd26755b4502bc4e7314f32b4099fbed541ec273.jpg', 'checksum': 'f840f3082637f003e2d829cab7e7cf75'}]",2016/08/07,"
            420i convertible Luxury Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line-auto_BMW4Ser1o103_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-M-Sport_BMW4Ser1o108v.jpg', 'path': 'full/2c8709ea65b9975a1112cc317720e74ab2c1302b.jpg', 'checksum': '363b67475fa81a3ce24160567152328f'}]",2016/08/07,"
            420i convertible M Sport    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-M-Sport_BMW4Ser1o108v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-M-Sport_BMW4Ser1o108_2v.jpg', 'path': 'full/1c001c78d484b9fa337a3ba9a91201b3b033f88b.jpg', 'checksum': '587e45360f2be56e4682e4dad5577488'}]",2016/08/07,"
            420i convertible M Sport    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-M-Sport_BMW4Ser1o108_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-M-Sport_BMW4Ser1o108_3v.jpg', 'path': 'full/2d60ea24f98df563e6ca071055315a9dda4b95bc.jpg', 'checksum': '430cea3a2ad8d8a1919969c83eac3f03'}]",2016/08/07,"
            420i convertible M Sport    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-M-Sport_BMW4Ser1o108_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-auto_BMW4Ser1h135v.jpg', 'path': 'full/c5991a6d5f983e7f529b8e9694d0e9cf9d5071a8.jpg', 'checksum': 'cb70c45700745081df337f62b758b169'}]",2016/08/07,"
            430i Gran Coupe M Sport auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-auto_BMW4Ser1h135v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-auto_BMW4Ser1h135_2v.jpg', 'path': 'full/a540ff6e69d509923cab3b88c575083958b1ca2d.jpg', 'checksum': '4dc5d3b405dc817f65903a10863c4b6f'}]",2016/08/07,"
            430i Gran Coupe M Sport auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-auto_BMW4Ser1h135_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-auto_BMW4Ser1h135_3v.jpg', 'path': 'full/3371f1e615d9c1572a8574bb3cbf8335cf10d914.jpg', 'checksum': '34706e22945276b11cc592593623f496'}]",2016/08/07,"
            430i Gran Coupe M Sport auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-M-Sport-auto_BMW4Ser1h135_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-auto_BMW4Ser1c160v.jpg', 'path': 'full/7595567fa6f727c3e7d836037decc187f00721c6.jpg', 'checksum': '8719d09dc2b072c05a36e723a6a52e06'}]",2016/08/07,"
            430i coupe M Sport auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-auto_BMW4Ser1c160v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-auto_BMW4Ser1c160_2v.jpg', 'path': 'full/33e44587c15f90fb7fd154e2653a60748cb5cf37.jpg', 'checksum': 'a1c0bbe84f8c91a0be18d6286b7d3c4c'}]",2016/08/07,"
            430i coupe M Sport auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-auto_BMW4Ser1c160_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-auto_BMW4Ser1c160_3v.jpg', 'path': 'full/1a10c55e41579b58ac697e59bbe6e3c60d25ec13.jpg', 'checksum': '0ff239abae1a602fb47cfb6b722d3377'}]",2016/08/07,"
            430i coupe M Sport auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-M-Sport-auto_BMW4Ser1c160_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-sports-auto_BMW4Ser1c155v.jpg', 'path': 'full/9e77fa80075663de7f85787dd5b59caa391cb6df.jpg', 'checksum': '50315fbb831495d512832539259c3d36'}]",2016/08/07,"
            430i coupe Luxury Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-sports-auto_BMW4Ser1c155v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-sports-auto_BMW4Ser1c155_2v.jpg', 'path': 'full/5e83399d17885084c726bbbb9fee73728259e669.jpg', 'checksum': '3c03a94fbe2904e996570d7b6a04f797'}]",2016/08/07,"
            430i coupe Luxury Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-sports-auto_BMW4Ser1c155_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-sports-auto_BMW4Ser1c155_3v.jpg', 'path': 'full/53ad1e357e6733b6fe42abd2c6f67aa4ee67f4f4.jpg', 'checksum': '7fbbf971d458ae38995dc18f9f50e5ee'}]",2016/08/07,"
            430i coupe Luxury Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-sports-auto_BMW4Ser1c155_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-sports-auto_BMW4Ser1h133v.jpg', 'path': 'full/9840b594662fde86b43aa1ba52ac626d3f380b9e.jpg', 'checksum': '964bc3b67c811189f14b4db5b8a4d3a7'}]",2016/08/07,"
            430i Gran Coupe Sport Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-sports-auto_BMW4Ser1h133v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-sports-auto_BMW4Ser1h133_2v.jpg', 'path': 'full/b19ec349b2ca7f324a33eb7c8f4d5a87f62c8b35.jpg', 'checksum': 'f8304894e28308c5c6c662c7d5b389a6'}]",2016/08/07,"
            430i Gran Coupe Sport Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-sports-auto_BMW4Ser1h133_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-sports-auto_BMW4Ser1h133_3v.jpg', 'path': 'full/b6247d6eb3f38fc4cb6920005da4fc0693c25c79.jpg', 'checksum': '8ba2a055079121003b8d740d4b832994'}]",2016/08/07,"
            430i Gran Coupe Sport Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-sports-auto_BMW4Ser1h133_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-sports-auto_BMW4Ser1c158v.jpg', 'path': 'full/6c810bcdf33f9c6807a10dd72b7e5ae75668510e.jpg', 'checksum': '36cb394ad65f197ed75e80441b3212e4'}]",2016/08/07,"
            430i coupe Sport Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-sports-auto_BMW4Ser1c158v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-sports-auto_BMW4Ser1c158_2v.jpg', 'path': 'full/43110c35bb81402b053d7c462f7c83a874ae2f3b.jpg', 'checksum': '06deafe5060f9aaca0483511ba014115'}]",2016/08/07,"
            430i coupe Sport Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-sports-auto_BMW4Ser1c158_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-sports-auto_BMW4Ser1c158_3v.jpg', 'path': 'full/05b5a3119ef6a8bed7f556f7d55a8e1726451c79.jpg', 'checksum': '2d65859db09b5697f315d236a1b4c926'}]",2016/08/07,"
            430i coupe Sport Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-sports-auto_BMW4Ser1c158_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Luxury-Line-sports-auto_BMW4Ser1h130v.jpg', 'path': 'full/441da0139e7fbf3326dc7f5dfaa3ac45544769be.jpg', 'checksum': '377b8279e5da58bfa7d9e5f5dc37806f'}]",2016/08/07,"
            430i Gran Coupe Luxury Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Luxury-Line-sports-auto_BMW4Ser1h130v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Luxury-Line-sports-auto_BMW4Ser1h130_2v.jpg', 'path': 'full/0c9dc0973722f895340c2f9d7e781dd0840cea6f.jpg', 'checksum': 'e33ed0f246c73b1ccf1e6ae89adcfc3b'}]",2016/08/07,"
            430i Gran Coupe Luxury Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Luxury-Line-sports-auto_BMW4Ser1h130_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Luxury-Line-sports-auto_BMW4Ser1h130_3v.jpg', 'path': 'full/bd081e67a7e058483ae1225d2b2487444389232b.jpg', 'checksum': 'a61d8618046300f6e1aebe877b2dd3ac'}]",2016/08/07,"
            430i Gran Coupe Luxury Line sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Luxury-Line-sports-auto_BMW4Ser1h130_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-sports-auto_BMW4Ser1o101v.jpg', 'path': 'full/7ebc1496c7707f75a9a624b5ec3d7da7deb08f50.jpg', 'checksum': '7a6c61bd3834d2bcb614d2ccfa946699'}]",2016/08/07,"
            420i convertible sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-sports-auto_BMW4Ser1o101v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-sports-auto_BMW4Ser1o101_2v.jpg', 'path': 'full/7caad80e61be467e9e4906731f7f169c03e05013.jpg', 'checksum': '7eeddd2e37b6796b896c4e1c6c3abed9'}]",2016/08/07,"
            420i convertible sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-sports-auto_BMW4Ser1o101_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-sports-auto_BMW4Ser1o101_3v.jpg', 'path': 'full/ed6db42468ac5ea375022b8e21de7fbc60f168a1.jpg', 'checksum': '827bc0bd7d4ea83fb7509eb89b80f81b'}]",2016/08/07,"
            420i convertible sports-auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-sports-auto_BMW4Ser1o101_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-auto_BMW4Ser1c154v.jpg', 'path': 'full/02c67ab1ba84862c0737df640542dc1dc88691f4.jpg', 'checksum': '50315fbb831495d512832539259c3d36'}]",2016/08/07,"
            430i coupe Luxury Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-auto_BMW4Ser1c154v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-auto_BMW4Ser1c154_2v.jpg', 'path': 'full/4714de35994389da33c753f09364f2340a64ae56.jpg', 'checksum': '3c03a94fbe2904e996570d7b6a04f797'}]",2016/08/07,"
            430i coupe Luxury Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-auto_BMW4Ser1c154_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-auto_BMW4Ser1c154_3v.jpg', 'path': 'full/fab770959355bbb319410acd0f438bfa955cfe6d.jpg', 'checksum': '7fbbf971d458ae38995dc18f9f50e5ee'}]",2016/08/07,"
            430i coupe Luxury Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Luxury-Line-auto_BMW4Ser1c154_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-auto_BMW4Ser1h132v.jpg', 'path': 'full/64ea06a126f40d878ece2dcf4b5694bb97b0bc51.jpg', 'checksum': '964bc3b67c811189f14b4db5b8a4d3a7'}]",2016/08/07,"
            430i Gran Coupe Sport Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-auto_BMW4Ser1h132v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-auto_BMW4Ser1h132_2v.jpg', 'path': 'full/f18cfb14fd68fe589e6c9d17cb3bf905a2bff9d6.jpg', 'checksum': 'f8304894e28308c5c6c662c7d5b389a6'}]",2016/08/07,"
            430i Gran Coupe Sport Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-auto_BMW4Ser1h132_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-auto_BMW4Ser1h132_3v.jpg', 'path': 'full/8feec2eeac2b9a207a7e8cd888218e485acb4568.jpg', 'checksum': '8ba2a055079121003b8d740d4b832994'}]",2016/08/07,"
            430i Gran Coupe Sport Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Sport-Line-auto_BMW4Ser1h132_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line_BMW4Ser1o105v.jpg', 'path': 'full/9a61eb8b8c2aed46a8788be2f56ac251cb69a340.jpg', 'checksum': '8350a8ab289f59fb5885bf62834ee8a1'}]",2016/08/07,"
            420i convertible Sport Line    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line_BMW4Ser1o105v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line_BMW4Ser1o105_2v.jpg', 'path': 'full/fdac8dbbcca7150c8623036e4296cf7dabef059b.jpg', 'checksum': '0d6023068a2a6f91e9ab78657ff17b52'}]",2016/08/07,"
            420i convertible Sport Line    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line_BMW4Ser1o105_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line_BMW4Ser1o105_3v.jpg', 'path': 'full/5632b161ec8a2cefe36ea0081a627d24f659378d.jpg', 'checksum': '61e7f2928aefb39784fcb16d20c39148'}]",2016/08/07,"
            420i convertible Sport Line    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Sport-Line_BMW4Ser1o105_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line_BMW4Ser1o102v.jpg', 'path': 'full/dd5a4fb78bbb29511cec6456160d652853d1ffe1.jpg', 'checksum': '92689166d63c08021714ba2a535639ea'}]",2016/08/07,"
            420i convertible Luxury Line    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line_BMW4Ser1o102v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line_BMW4Ser1o102_2v.jpg', 'path': 'full/24537a5115464fd9da107b26c9c55fefe5ba5cea.jpg', 'checksum': '50dbcc4b5412276ec580b965716dbbe3'}]",2016/08/07,"
            420i convertible Luxury Line    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line_BMW4Ser1o102_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line_BMW4Ser1o102_3v.jpg', 'path': 'full/4382efc21ff3257fea022cdec87e39a665e35153.jpg', 'checksum': 'f840f3082637f003e2d829cab7e7cf75'}]",2016/08/07,"
            420i convertible Luxury Line    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-420i-convertible-Luxury-Line_BMW4Ser1o102_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-auto_BMW4Ser1c157v.jpg', 'path': 'full/2d84c26ef5e9303082322b928a92be2dc5e08482.jpg', 'checksum': '36cb394ad65f197ed75e80441b3212e4'}]",2016/08/07,"
            430i coupe Sport Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-auto_BMW4Ser1c157v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-auto_BMW4Ser1c157_2v.jpg', 'path': 'full/9b1c612e9f2afcf221015e2dd603478ec214dbda.jpg', 'checksum': '06deafe5060f9aaca0483511ba014115'}]",2016/08/07,"
            430i coupe Sport Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-auto_BMW4Ser1c157_2v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-auto_BMW4Ser1c157_3v.jpg', 'path': 'full/e1a9613d4135acc86d2425f5b9002b4610c81c6d.jpg', 'checksum': '2d65859db09b5697f315d236a1b4c926'}]",2016/08/07,"
            430i coupe Sport Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-coupe-Sport-Line-auto_BMW4Ser1c157_3v.jpg,BMW,4 Series
"[{'url': 'http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Luxury-Line-auto_BMW4Ser1h129v.jpg', 'path': 'full/6b441fe21860a28b0585c236ef287e0b877886d7.jpg', 'checksum': '377b8279e5da58bfa7d9e5f5dc37806f'}]",2016/08/07,"
            430i Gran Coupe Luxury Line auto    ",http://www.cars.co.za/carimages_gen/BMW-4-Series/BMW-4-Series-430i-Gran-Coupe-Luxury-Line-auto_BMW4Ser1h129v.jpg,BMW,4 Series
